,indRap,PC,RC,Com
482,32,P03,R4,Commentaire Aléatoire4_Qûàtré
483,32,P04,R5,Commentaire Aléatoire4_Qûàtré
484,32,P05,R2,Commentaire Aléatoire4_Qûàtré
485,32,P06,R1,Commentaire Aléatoire2_Trop Û
486,32,P07,R7,Commentaire Aléatoire0_Très
487,32,P08,R5,Commentaire Aléatoire3_Trois_Ècî
488,32,P09,R2,Commentaire Aléatoire1_îàèù
489,32,P10,R1,Commentaire Aléatoire3_Trois_Ècî
490,32,P11,R2,Commentaire Aléatoire0_Très
491,32,P12,R2,Commentaire Aléatoire0_Très
492,32,P13,R2,Commentaire Aléatoire2_Trop Û
493,32,P14,R2,Commentaire Aléatoire2_Trop Û
494,32,P20,R1,Commentaire Aléatoire0_Très
495,33,P01,R4,Commentaire Aléatoire3_Trois_Ècî
496,33,P02,R7,Commentaire Aléatoire0_Très
497,33,P03,R4,Commentaire Aléatoire4_Qûàtré
498,33,P04,R0,Commentaire Aléatoire1_îàèù
499,33,P05,R2,Commentaire Aléatoire4_Qûàtré
500,33,P06,R0,Commentaire Aléatoire4_Qûàtré
501,33,P07,R1,Commentaire Aléatoire3_Trois_Ècî
502,33,P08,R5,Commentaire Aléatoire1_îàèù
503,33,P09,R2,Commentaire Aléatoire1_îàèù
504,33,P10,R2,Commentaire Aléatoire4_Qûàtré
505,33,P11,R2,Commentaire Aléatoire1_îàèù
506,33,P12,R3,Commentaire Aléatoire1_îàèù
507,33,P13,R2,Commentaire Aléatoire3_Trois_Ècî
508,33,P14,R2,Commentaire Aléatoire4_Qûàtré
509,33,P20,R1,Commentaire Aléatoire0_Très
510,34,P01,R4,Commentaire Aléatoire3_Trois_Ècî
511,34,P02,R9,Commentaire Aléatoire1_îàèù
512,34,P03,R4,Commentaire Aléatoire4_Qûàtré
513,34,P04,R5,Commentaire Aléatoire4_Qûàtré
514,34,P05,R1,Commentaire Aléatoire3_Trois_Ècî
515,34,P06,R2,Commentaire Aléatoire2_Trop Û
516,34,P07,R7,Commentaire Aléatoire3_Trois_Ècî
517,34,P08,R5,Commentaire Aléatoire2_Trop Û
518,34,P09,R2,Commentaire Aléatoire2_Trop Û
519,34,P10,R2,Commentaire Aléatoire2_Trop Û
520,34,P11,R2,Commentaire Aléatoire2_Trop Û
521,34,P12,R2,Commentaire Aléatoire1_îàèù
522,34,P13,R2,Commentaire Aléatoire4_Qûàtré
523,34,P14,R0,Commentaire Aléatoire3_Trois_Ècî
524,34,P20,R0,Commentaire Aléatoire3_Trois_Ècî
525,35,P01,R4,Commentaire Aléatoire2_Trop Û
526,35,P02,R9,Commentaire Aléatoire0_Très
527,35,P03,R3,Commentaire Aléatoire1_îàèù
528,35,P04,R0,Commentaire Aléatoire4_Qûàtré
529,35,P05,R2,Commentaire Aléatoire2_Trop Û
530,35,P06,R2,Commentaire Aléatoire3_Trois_Ècî
531,35,P07,R7,Commentaire Aléatoire1_îàèù
532,35,P08,R5,Commentaire Aléatoire0_Très
533,35,P09,R2,Commentaire Aléatoire1_îàèù
534,35,P10,R2,Commentaire Aléatoire1_îàèù
535,35,P11,R1,Commentaire Aléatoire3_Trois_Ècî
536,35,P12,R3,Commentaire Aléatoire0_Très
537,35,P13,R2,Commentaire Aléatoire3_Trois_Ècî
538,35,P14,R2,Commentaire Aléatoire2_Trop Û
539,35,P20,R2,Commentaire Aléatoire0_Très
540,36,P01,R4,Commentaire Aléatoire1_îàèù
541,36,P02,R9,Commentaire Aléatoire0_Très
542,36,P03,R4,Commentaire Aléatoire0_Très
543,36,P04,R5,Commentaire Aléatoire4_Qûàtré
544,36,P05,R2,Commentaire Aléatoire0_Très
545,36,P06,R2,Commentaire Aléatoire0_Très
546,36,P07,R7,Commentaire Aléatoire1_îàèù
547,36,P08,R0,Commentaire Aléatoire1_îàèù
548,36,P09,R2,Commentaire Aléatoire0_Très
549,36,P10,R2,Commentaire Aléatoire1_îàèù
550,36,P11,R2,Commentaire Aléatoire2_Trop Û
551,36,P12,R0,Commentaire Aléatoire2_Trop Û
552,36,P13,R1,Commentaire Aléatoire0_Très
553,36,P14,R2,Commentaire Aléatoire1_îàèù
554,36,P20,R1,Commentaire Aléatoire2_Trop Û
555,37,P01,R4,Commentaire Aléatoire1_îàèù
556,37,P02,R0,Commentaire Aléatoire2_Trop Û
557,37,P03,R4,Commentaire Aléatoire0_Très
558,37,P04,R5,Commentaire Aléatoire1_îàèù
559,37,P05,R2,Commentaire Aléatoire2_Trop Û
560,37,P06,R2,Commentaire Aléatoire2_Trop Û
561,37,P07,R7,Commentaire Aléatoire0_Très
562,37,P08,R5,Commentaire Aléatoire1_îàèù
563,37,P09,R2,Commentaire Aléatoire1_îàèù
564,37,P10,R2,Commentaire Aléatoire0_Très
565,37,P11,R1,Commentaire Aléatoire2_Trop Û
566,37,P12,R3,Commentaire Aléatoire0_Très
567,37,P13,R2,Commentaire Aléatoire3_Trois_Ècî
568,37,P14,R1,Commentaire Aléatoire4_Qûàtré
569,37,P20,R2,Commentaire Aléatoire2_Trop Û
570,38,P01,R4,Commentaire Aléatoire4_Qûàtré
571,38,P02,R9,Commentaire Aléatoire3_Trois_Ècî
572,38,P03,R4,Commentaire Aléatoire3_Trois_Ècî
573,38,P04,R2,Commentaire Aléatoire0_Très
574,38,P05,R2,Commentaire Aléatoire1_îàèù
575,38,P06,R2,Commentaire Aléatoire2_Trop Û
576,38,P07,R5,Commentaire Aléatoire4_Qûàtré
577,38,P08,R5,Commentaire Aléatoire1_îàèù
578,38,P09,R2,Commentaire Aléatoire3_Trois_Ècî
579,38,P10,R2,Commentaire Aléatoire1_îàèù
580,38,P11,R2,Commentaire Aléatoire4_Qûàtré
581,38,P12,R3,Commentaire Aléatoire0_Très
582,38,P13,R0,Commentaire Aléatoire4_Qûàtré
583,38,P14,R0,Commentaire Aléatoire2_Trop Û
584,38,P20,R2,Commentaire Aléatoire3_Trois_Ècî
585,39,P01,R4,Commentaire Aléatoire1_îàèù
586,39,P02,R9,Commentaire Aléatoire2_Trop Û
587,39,P03,R4,Commentaire Aléatoire2_Trop Û
588,39,P04,R5,Commentaire Aléatoire3_Trois_Ècî
589,39,P05,R2,Commentaire Aléatoire3_Trois_Ècî
590,39,P06,R2,Commentaire Aléatoire1_îàèù
591,39,P07,R7,Commentaire Aléatoire2_Trop Û
592,39,P08,R3,Commentaire Aléatoire0_Très
593,39,P09,R2,Commentaire Aléatoire4_Qûàtré
594,39,P10,R2,Commentaire Aléatoire0_Très
595,39,P11,R1,Commentaire Aléatoire4_Qûàtré
596,39,P12,R3,Commentaire Aléatoire4_Qûàtré
597,39,P13,R2,Commentaire Aléatoire2_Trop Û
598,39,P14,R2,Commentaire Aléatoire0_Très
599,39,P20,R2,Commentaire Aléatoire4_Qûàtré
600,40,P01,R4,Commentaire Aléatoire2_Trop Û
601,40,P02,R9,Commentaire Aléatoire3_Trois_Ècî
602,40,P03,R4,Commentaire Aléatoire4_Qûàtré
603,40,P04,R5,Commentaire Aléatoire0_Très
604,40,P05,R2,Commentaire Aléatoire4_Qûàtré
605,40,P06,R2,Commentaire Aléatoire0_Très
606,40,P07,R7,Commentaire Aléatoire2_Trop Û
607,40,P08,R5,Commentaire Aléatoire0_Très
608,40,P09,R2,Commentaire Aléatoire3_Trois_Ècî
609,40,P10,R2,Commentaire Aléatoire1_îàèù
610,40,P11,R1,Commentaire Aléatoire0_Très
611,40,P12,R3,Commentaire Aléatoire2_Trop Û
612,40,P13,R2,Commentaire Aléatoire2_Trop Û
613,40,P14,R2,Commentaire Aléatoire0_Très
614,40,P20,R2,Commentaire Aléatoire4_Qûàtré
615,41,P01,R4,Commentaire Aléatoire3_Trois_Ècî
616,41,P02,R4,Commentaire Aléatoire3_Trois_Ècî
617,41,P03,R0,Commentaire Aléatoire1_îàèù
618,41,P04,R4,Commentaire Aléatoire1_îàèù
619,41,P05,R2,Commentaire Aléatoire1_îàèù
620,41,P06,R2,Commentaire Aléatoire1_îàèù
621,41,P07,R2,Commentaire Aléatoire0_Très
622,41,P08,R5,Commentaire Aléatoire0_Très
623,41,P09,R0,Commentaire Aléatoire0_Très
624,41,P10,R2,Commentaire Aléatoire2_Trop Û
625,41,P11,R2,Commentaire Aléatoire2_Trop Û
626,41,P12,R3,Commentaire Aléatoire4_Qûàtré
627,41,P13,R2,Commentaire Aléatoire0_Très
628,41,P14,R2,Commentaire Aléatoire2_Trop Û
629,41,P20,R2,Commentaire Aléatoire0_Très
630,42,P01,R4,Commentaire Aléatoire0_Très
631,42,P02,R9,Commentaire Aléatoire4_Qûàtré
632,42,P03,R4,Commentaire Aléatoire4_Qûàtré
633,42,P04,R5,Commentaire Aléatoire0_Très
634,42,P05,R2,Commentaire Aléatoire1_îàèù
635,42,P06,R0,Commentaire Aléatoire2_Trop Û
636,42,P07,R6,Commentaire Aléatoire2_Trop Û
637,42,P08,R4,Commentaire Aléatoire3_Trois_Ècî
638,42,P09,R0,Commentaire Aléatoire4_Qûàtré
639,42,P10,R2,Commentaire Aléatoire3_Trois_Ècî
640,42,P11,R2,Commentaire Aléatoire3_Trois_Ècî
641,42,P12,R3,Commentaire Aléatoire2_Trop Û
642,42,P13,R2,Commentaire Aléatoire3_Trois_Ècî
643,42,P14,R2,Commentaire Aléatoire3_Trois_Ècî
644,42,P20,R2,Commentaire Aléatoire0_Très
645,43,P01,R4,Commentaire Aléatoire0_Très
646,43,P02,R4,Commentaire Aléatoire0_Très
647,43,P03,R4,Commentaire Aléatoire4_Qûàtré
648,43,P04,R5,Commentaire Aléatoire3_Trois_Ècî
649,43,P05,R2,Commentaire Aléatoire0_Très
650,43,P06,R2,Commentaire Aléatoire2_Trop Û
651,43,P07,R5,Commentaire Aléatoire1_îàèù
652,43,P08,R5,Commentaire Aléatoire0_Très
653,43,P09,R2,Commentaire Aléatoire2_Trop Û
654,43,P10,R2,Commentaire Aléatoire0_Très
655,43,P11,R1,Commentaire Aléatoire1_îàèù
656,43,P12,R2,Commentaire Aléatoire2_Trop Û
657,43,P13,R2,Commentaire Aléatoire1_îàèù
658,43,P14,R2,Commentaire Aléatoire2_Trop Û
659,43,P20,R2,Commentaire Aléatoire0_Très
660,44,P01,R4,Commentaire Aléatoire3_Trois_Ècî
661,44,P02,R9,Commentaire Aléatoire1_îàèù
662,44,P03,R4,Commentaire Aléatoire3_Trois_Ècî
663,44,P04,R5,Commentaire Aléatoire0_Très
664,44,P05,R2,Commentaire Aléatoire4_Qûàtré
665,44,P06,R2,Commentaire Aléatoire0_Très
666,44,P07,R7,Commentaire Aléatoire4_Qûàtré
667,44,P08,R4,Commentaire Aléatoire2_Trop Û
668,44,P09,R2,Commentaire Aléatoire0_Très
669,44,P10,R2,Commentaire Aléatoire2_Trop Û
670,44,P11,R2,Commentaire Aléatoire3_Trois_Ècî
671,44,P12,R3,Commentaire Aléatoire2_Trop Û
672,44,P13,R2,Commentaire Aléatoire4_Qûàtré
673,44,P14,R2,Commentaire Aléatoire2_Trop Û
674,44,P20,R2,Commentaire Aléatoire2_Trop Û
675,45,P01,R4,Commentaire Aléatoire0_Très
676,45,P02,R9,Commentaire Aléatoire0_Très
677,45,P03,R4,Commentaire Aléatoire3_Trois_Ècî
678,45,P04,R5,Commentaire Aléatoire2_Trop Û
679,45,P05,R1,Commentaire Aléatoire0_Très
680,45,P06,R2,Commentaire Aléatoire4_Qûàtré
681,45,P07,R7,Commentaire Aléatoire0_Très
682,45,P08,R4,Commentaire Aléatoire4_Qûàtré
683,45,P09,R2,Commentaire Aléatoire3_Trois_Ècî
684,45,P10,R0,Commentaire Aléatoire0_Très
685,45,P11,R2,Commentaire Aléatoire1_îàèù
686,45,P12,R3,Commentaire Aléatoire0_Très
687,45,P13,R2,Commentaire Aléatoire0_Très
688,45,P14,R0,Commentaire Aléatoire4_Qûàtré
689,45,P20,R1,Commentaire Aléatoire4_Qûàtré
690,46,P01,R4,Commentaire Aléatoire0_Très
691,46,P02,R9,Commentaire Aléatoire4_Qûàtré
692,46,P03,R4,Commentaire Aléatoire4_Qûàtré
693,46,P04,R5,Commentaire Aléatoire2_Trop Û
694,46,P05,R0,Commentaire Aléatoire3_Trois_Ècî
695,46,P06,R0,Commentaire Aléatoire4_Qûàtré
696,46,P07,R6,Commentaire Aléatoire0_Très
697,46,P08,R2,Commentaire Aléatoire1_îàèù
698,46,P09,R2,Commentaire Aléatoire1_îàèù
699,46,P10,R2,Commentaire Aléatoire0_Très
700,46,P11,R1,Commentaire Aléatoire3_Trois_Ècî
701,46,P12,R3,Commentaire Aléatoire3_Trois_Ècî
702,46,P13,R2,Commentaire Aléatoire1_îàèù
703,46,P14,R2,Commentaire Aléatoire4_Qûàtré
704,46,P20,R2,Commentaire Aléatoire3_Trois_Ècî
705,47,P01,R4,Commentaire Aléatoire1_îàèù
706,47,P02,R9,Commentaire Aléatoire3_Trois_Ècî
707,47,P03,R0,Commentaire Aléatoire0_Très
708,47,P04,R5,Commentaire Aléatoire0_Très
709,47,P05,R2,Commentaire Aléatoire1_îàèù
710,47,P06,R1,Commentaire Aléatoire3_Trois_Ècî
711,47,P07,R7,Commentaire Aléatoire2_Trop Û
712,47,P08,R2,Commentaire Aléatoire4_Qûàtré
713,47,P09,R2,Commentaire Aléatoire0_Très
714,47,P10,R2,Commentaire Aléatoire0_Très
715,47,P11,R0,Commentaire Aléatoire4_Qûàtré
716,47,P12,R3,Commentaire Aléatoire4_Qûàtré
717,47,P13,R2,Commentaire Aléatoire2_Trop Û
718,47,P14,R2,Commentaire Aléatoire0_Très
719,47,P20,R1,Commentaire Aléatoire1_îàèù
720,48,P01,R4,Commentaire Aléatoire4_Qûàtré
721,48,P02,R9,Commentaire Aléatoire3_Trois_Ècî
722,48,P03,R0,Commentaire Aléatoire3_Trois_Ècî
723,48,P04,R5,Commentaire Aléatoire3_Trois_Ècî
724,48,P05,R2,Commentaire Aléatoire0_Très
725,48,P06,R1,Commentaire Aléatoire1_îàèù
726,48,P07,R7,Commentaire Aléatoire4_Qûàtré
727,48,P08,R5,Commentaire Aléatoire2_Trop Û
728,48,P09,R2,Commentaire Aléatoire2_Trop Û
729,48,P10,R2,Commentaire Aléatoire2_Trop Û
730,48,P11,R2,Commentaire Aléatoire0_Très
731,48,P12,R3,Commentaire Aléatoire4_Qûàtré
732,48,P13,R2,Commentaire Aléatoire2_Trop Û
733,48,P14,R2,Commentaire Aléatoire1_îàèù
734,48,P20,R2,Commentaire Aléatoire3_Trois_Ècî
735,49,P01,R4,Commentaire Aléatoire4_Qûàtré
736,49,P02,R9,Commentaire Aléatoire4_Qûàtré
737,49,P03,R4,Commentaire Aléatoire3_Trois_Ècî
738,49,P04,R5,Commentaire Aléatoire2_Trop Û
739,49,P05,R2,Commentaire Aléatoire4_Qûàtré
740,49,P06,R2,Commentaire Aléatoire3_Trois_Ècî
741,49,P07,R7,Commentaire Aléatoire1_îàèù
742,49,P08,R5,Commentaire Aléatoire0_Très
743,49,P09,R2,Commentaire Aléatoire4_Qûàtré
744,49,P10,R2,Commentaire Aléatoire3_Trois_Ècî
745,49,P11,R0,Commentaire Aléatoire0_Très
746,49,P12,R2,Commentaire Aléatoire0_Très
747,49,P13,R2,Commentaire Aléatoire0_Très
748,49,P14,R0,Commentaire Aléatoire0_Très
749,49,P20,R2,Commentaire Aléatoire0_Très
750,50,P01,R4,Commentaire Aléatoire0_Très
751,50,P02,R9,Commentaire Aléatoire4_Qûàtré
752,50,P03,R4,Commentaire Aléatoire3_Trois_Ècî
753,50,P04,R5,Commentaire Aléatoire1_îàèù
754,50,P05,R2,Commentaire Aléatoire2_Trop Û
755,50,P06,R2,Commentaire Aléatoire1_îàèù
756,50,P07,R7,Commentaire Aléatoire2_Trop Û
757,50,P08,R3,Commentaire Aléatoire2_Trop Û
758,50,P09,R2,Commentaire Aléatoire1_îàèù
759,50,P10,R2,Commentaire Aléatoire2_Trop Û
760,50,P11,R2,Commentaire Aléatoire3_Trois_Ècî
761,50,P12,R0,Commentaire Aléatoire1_îàèù
762,50,P13,R2,Commentaire Aléatoire2_Trop Û
763,50,P14,R2,Commentaire Aléatoire3_Trois_Ècî
764,50,P20,R2,Commentaire Aléatoire0_Très
765,51,P01,R4,Commentaire Aléatoire0_Très
766,51,P02,R1,Commentaire Aléatoire3_Trois_Ècî
767,51,P03,R4,Commentaire Aléatoire0_Très
768,51,P04,R4,Commentaire Aléatoire2_Trop Û
769,51,P05,R2,Commentaire Aléatoire0_Très
770,51,P06,R1,Commentaire Aléatoire1_îàèù
771,51,P07,R7,Commentaire Aléatoire2_Trop Û
772,51,P08,R5,Commentaire Aléatoire0_Très
773,51,P09,R2,Commentaire Aléatoire0_Très
774,51,P10,R0,Commentaire Aléatoire3_Trois_Ècî
775,51,P11,R2,Commentaire Aléatoire1_îàèù
776,51,P12,R3,Commentaire Aléatoire0_Très
777,51,P13,R2,Commentaire Aléatoire0_Très
778,51,P14,R2,Commentaire Aléatoire1_îàèù
779,51,P20,R2,Commentaire Aléatoire2_Trop Û
780,52,P01,R2,Commentaire Aléatoire3_Trois_Ècî
781,52,P02,R9,Commentaire Aléatoire0_Très
782,52,P03,R4,Commentaire Aléatoire0_Très
783,52,P04,R5,Commentaire Aléatoire3_Trois_Ècî
784,52,P05,R2,Commentaire Aléatoire1_îàèù
785,52,P06,R2,Commentaire Aléatoire1_îàèù
786,52,P07,R7,Commentaire Aléatoire2_Trop Û
787,52,P08,R5,Commentaire Aléatoire1_îàèù
788,52,P09,R2,Commentaire Aléatoire1_îàèù
789,52,P10,R2,Commentaire Aléatoire1_îàèù
790,52,P11,R2,Commentaire Aléatoire4_Qûàtré
791,52,P12,R3,Commentaire Aléatoire4_Qûàtré
792,52,P13,R2,Commentaire Aléatoire0_Très
793,52,P14,R2,Commentaire Aléatoire2_Trop Û
794,52,P20,R2,Commentaire Aléatoire3_Trois_Ècî
795,53,P01,R4,Commentaire Aléatoire0_Très
796,53,P02,R9,Commentaire Aléatoire4_Qûàtré
797,53,P03,R0,Commentaire Aléatoire4_Qûàtré
798,53,P04,R5,Commentaire Aléatoire0_Très
799,53,P05,R2,Commentaire Aléatoire0_Très
800,53,P06,R2,Commentaire Aléatoire1_îàèù
801,53,P07,R7,Commentaire Aléatoire1_îàèù
802,53,P08,R5,Commentaire Aléatoire1_îàèù
803,53,P09,R1,Commentaire Aléatoire4_Qûàtré
804,53,P10,R2,Commentaire Aléatoire4_Qûàtré
805,53,P11,R2,Commentaire Aléatoire1_îàèù
806,53,P12,R3,Commentaire Aléatoire2_Trop Û
807,53,P13,R2,Commentaire Aléatoire3_Trois_Ècî
808,53,P14,R2,Commentaire Aléatoire4_Qûàtré
809,53,P20,R2,Commentaire Aléatoire1_îàèù
810,54,P01,R4,Commentaire Aléatoire2_Trop Û
811,54,P02,R9,Commentaire Aléatoire0_Très
812,54,P03,R0,Commentaire Aléatoire2_Trop Û
813,54,P04,R5,Commentaire Aléatoire2_Trop Û
814,54,P05,R2,Commentaire Aléatoire0_Très
815,54,P06,R2,Commentaire Aléatoire4_Qûàtré
816,54,P07,R1,Commentaire Aléatoire3_Trois_Ècî
817,54,P08,R5,Commentaire Aléatoire0_Très
818,54,P09,R2,Commentaire Aléatoire2_Trop Û
819,54,P10,R2,Commentaire Aléatoire1_îàèù
820,54,P11,R2,Commentaire Aléatoire2_Trop Û
821,54,P12,R3,Commentaire Aléatoire4_Qûàtré
822,54,P13,R2,Commentaire Aléatoire1_îàèù
823,54,P14,R2,Commentaire Aléatoire4_Qûàtré
824,54,P20,R2,Commentaire Aléatoire3_Trois_Ècî
825,55,P01,R4,Commentaire Aléatoire1_îàèù
826,55,P02,R9,Commentaire Aléatoire4_Qûàtré
827,55,P03,R4,Commentaire Aléatoire1_îàèù
828,55,P04,R4,Commentaire Aléatoire0_Très
829,55,P05,R2,Commentaire Aléatoire1_îàèù
830,55,P06,R2,Commentaire Aléatoire0_Très
831,55,P07,R7,Commentaire Aléatoire1_îàèù
832,55,P08,R1,Commentaire Aléatoire0_Très
833,55,P09,R2,Commentaire Aléatoire3_Trois_Ècî
834,55,P10,R2,Commentaire Aléatoire2_Trop Û
835,55,P11,R2,Commentaire Aléatoire3_Trois_Ècî
836,55,P12,R3,Commentaire Aléatoire2_Trop Û
837,55,P13,R2,Commentaire Aléatoire0_Très
838,55,P14,R2,Commentaire Aléatoire0_Très
839,55,P20,R2,Commentaire Aléatoire3_Trois_Ècî
840,56,P01,R4,Commentaire Aléatoire4_Qûàtré
841,56,P02,R9,Commentaire Aléatoire3_Trois_Ècî
842,56,P03,R4,Commentaire Aléatoire4_Qûàtré
843,56,P04,R2,Commentaire Aléatoire4_Qûàtré
844,56,P05,R2,Commentaire Aléatoire2_Trop Û
845,56,P06,R2,Commentaire Aléatoire2_Trop Û
846,56,P07,R4,Commentaire Aléatoire0_Très
847,56,P08,R5,Commentaire Aléatoire2_Trop Û
848,56,P09,R2,Commentaire Aléatoire0_Très
849,56,P10,R2,Commentaire Aléatoire0_Très
850,56,P11,R2,Commentaire Aléatoire3_Trois_Ècî
851,56,P12,R3,Commentaire Aléatoire1_îàèù
852,56,P13,R2,Commentaire Aléatoire3_Trois_Ècî
853,56,P14,R2,Commentaire Aléatoire0_Très
854,56,P20,R2,Commentaire Aléatoire0_Très
855,57,P01,R4,Commentaire Aléatoire2_Trop Û
856,57,P02,R9,Commentaire Aléatoire3_Trois_Ècî
857,57,P03,R4,Commentaire Aléatoire1_îàèù
858,57,P04,R5,Commentaire Aléatoire0_Très
859,57,P05,R2,Commentaire Aléatoire3_Trois_Ècî
860,57,P06,R2,Commentaire Aléatoire1_îàèù
861,57,P07,R7,Commentaire Aléatoire0_Très
862,57,P08,R5,Commentaire Aléatoire2_Trop Û
863,57,P09,R2,Commentaire Aléatoire2_Trop Û
864,57,P10,R2,Commentaire Aléatoire4_Qûàtré
865,57,P11,R1,Commentaire Aléatoire1_îàèù
866,57,P12,R3,Commentaire Aléatoire4_Qûàtré
867,57,P13,R1,Commentaire Aléatoire0_Très
868,57,P14,R2,Commentaire Aléatoire1_îàèù
869,57,P20,R2,Commentaire Aléatoire0_Très
870,58,P01,R2,Commentaire Aléatoire0_Très
871,58,P02,R9,Commentaire Aléatoire1_îàèù
872,58,P03,R4,Commentaire Aléatoire2_Trop Û
873,58,P04,R5,Commentaire Aléatoire1_îàèù
874,58,P05,R2,Commentaire Aléatoire2_Trop Û
875,58,P06,R2,Commentaire Aléatoire1_îàèù
876,58,P07,R7,Commentaire Aléatoire2_Trop Û
877,58,P08,R5,Commentaire Aléatoire2_Trop Û
878,58,P09,R0,Commentaire Aléatoire4_Qûàtré
879,58,P10,R2,Commentaire Aléatoire1_îàèù
880,58,P11,R2,Commentaire Aléatoire4_Qûàtré
881,58,P12,R3,Commentaire Aléatoire2_Trop Û
882,58,P13,R2,Commentaire Aléatoire0_Très
883,58,P14,R2,Commentaire Aléatoire2_Trop Û
884,58,P20,R0,Commentaire Aléatoire1_îàèù
885,59,P01,R4,Commentaire Aléatoire0_Très
886,59,P02,R9,Commentaire Aléatoire0_Très
887,59,P03,R4,Commentaire Aléatoire2_Trop Û
888,59,P04,R2,Commentaire Aléatoire3_Trois_Ècî
889,59,P05,R2,Commentaire Aléatoire1_îàèù
890,59,P06,R1,Commentaire Aléatoire1_îàèù
891,59,P07,R7,Commentaire Aléatoire1_îàèù
892,59,P08,R5,Commentaire Aléatoire0_Très
893,59,P09,R2,Commentaire Aléatoire4_Qûàtré
894,59,P10,R1,Commentaire Aléatoire2_Trop Û
895,59,P11,R1,Commentaire Aléatoire2_Trop Û
896,59,P12,R3,Commentaire Aléatoire0_Très
897,59,P13,R2,Commentaire Aléatoire2_Trop Û
898,59,P14,R2,Commentaire Aléatoire1_îàèù
899,59,P20,R2,Commentaire Aléatoire0_Très
900,60,P01,R4,Commentaire Aléatoire3_Trois_Ècî
901,60,P02,R7,Commentaire Aléatoire3_Trois_Ècî
902,60,P03,R4,Commentaire Aléatoire3_Trois_Ècî
903,60,P04,R5,Commentaire Aléatoire3_Trois_Ècî
904,60,P05,R2,Commentaire Aléatoire1_îàèù
905,60,P06,R2,Commentaire Aléatoire4_Qûàtré
906,60,P07,R7,Commentaire Aléatoire1_îàèù
907,60,P08,R5,Commentaire Aléatoire2_Trop Û
908,60,P09,R1,Commentaire Aléatoire0_Très
909,60,P10,R1,Commentaire Aléatoire3_Trois_Ècî
910,60,P11,R2,Commentaire Aléatoire3_Trois_Ècî
911,60,P12,R3,Commentaire Aléatoire1_îàèù
912,60,P13,R2,Commentaire Aléatoire0_Très
913,60,P14,R1,Commentaire Aléatoire3_Trois_Ècî
914,60,P20,R2,Commentaire Aléatoire3_Trois_Ècî
915,61,P01,R4,Commentaire Aléatoire0_Très
916,61,P02,R9,Commentaire Aléatoire3_Trois_Ècî
917,61,P03,R3,Commentaire Aléatoire4_Qûàtré
918,61,P04,R5,Commentaire Aléatoire1_îàèù
919,61,P05,R2,Commentaire Aléatoire1_îàèù
920,61,P06,R0,Commentaire Aléatoire4_Qûàtré
921,61,P07,R7,Commentaire Aléatoire2_Trop Û
922,61,P08,R5,Commentaire Aléatoire1_îàèù
923,61,P09,R2,Commentaire Aléatoire4_Qûàtré
924,61,P10,R0,Commentaire Aléatoire4_Qûàtré
925,61,P11,R2,Commentaire Aléatoire4_Qûàtré
926,61,P12,R3,Commentaire Aléatoire3_Trois_Ècî
927,61,P13,R2,Commentaire Aléatoire2_Trop Û
928,61,P14,R2,Commentaire Aléatoire4_Qûàtré
929,61,P20,R2,Commentaire Aléatoire2_Trop Û
930,62,P01,R4,Commentaire Aléatoire4_Qûàtré
931,62,P02,R7,Commentaire Aléatoire1_îàèù
932,62,P03,R4,Commentaire Aléatoire3_Trois_Ècî
933,62,P04,R5,Commentaire Aléatoire4_Qûàtré
934,62,P05,R0,Commentaire Aléatoire0_Très
935,62,P06,R0,Commentaire Aléatoire2_Trop Û
936,62,P07,R7,Commentaire Aléatoire4_Qûàtré
937,62,P08,R5,Commentaire Aléatoire1_îàèù
938,62,P09,R2,Commentaire Aléatoire2_Trop Û
939,62,P10,R2,Commentaire Aléatoire4_Qûàtré
940,62,P11,R2,Commentaire Aléatoire0_Très
941,62,P12,R3,Commentaire Aléatoire0_Très
942,62,P13,R0,Commentaire Aléatoire1_îàèù
943,62,P14,R2,Commentaire Aléatoire4_Qûàtré
944,62,P20,R2,Commentaire Aléatoire4_Qûàtré
945,63,P01,R0,Commentaire Aléatoire1_îàèù
946,63,P02,R9,Commentaire Aléatoire2_Trop Û
947,63,P03,R0,Commentaire Aléatoire1_îàèù
948,63,P04,R3,Commentaire Aléatoire2_Trop Û
949,63,P05,R0,Commentaire Aléatoire2_Trop Û
950,63,P06,R0,Commentaire Aléatoire1_îàèù
951,63,P07,R7,Commentaire Aléatoire0_Très
952,63,P08,R2,Commentaire Aléatoire0_Très
953,63,P09,R2,Commentaire Aléatoire1_îàèù
954,63,P10,R1,Commentaire Aléatoire0_Très
955,63,P11,R2,Commentaire Aléatoire1_îàèù
956,63,P12,R3,Commentaire Aléatoire2_Trop Û
957,63,P13,R1,Commentaire Aléatoire1_îàèù
958,63,P14,R2,Commentaire Aléatoire1_îàèù
959,63,P20,R2,Commentaire Aléatoire1_îàèù
960,64,P01,R4,Commentaire Aléatoire4_Qûàtré
961,64,P02,R9,Commentaire Aléatoire4_Qûàtré
962,64,P03,R0,Commentaire Aléatoire2_Trop Û
963,64,P04,R3,Commentaire Aléatoire1_îàèù
964,64,P05,R2,Commentaire Aléatoire2_Trop Û
965,64,P06,R0,Commentaire Aléatoire4_Qûàtré
