indRap,PC,RC,Com
101,P24,P24R1,Commentaire Aléatoire0 Très compliqué !
101,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
102,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
102,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
102,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
102,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
103,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
103,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
103,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
103,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
104,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
104,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
104,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
104,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
105,P22,P22R1,Commentaire Aléatoire1 Comment faire ?
105,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
105,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
105,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
106,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
106,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
106,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
106,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
107,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
107,P23,P23R1,Commentaire Aléatoire3 Trois choses à noter
107,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
107,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
108,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
108,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
108,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
108,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
109,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
109,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
109,P24,P24R1,Commentaire Aléatoire0 Très compliqué !
109,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
110,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
110,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
110,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
110,P25,P25R1,Commentaire Aléatoire3 Trois choses à noter
111,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
111,P23,P23R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
111,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
111,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
112,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
112,P23,P23R1,Commentaire Aléatoire3 Trois choses à noter
112,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
112,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
113,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
113,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
113,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
113,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
114,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
114,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
114,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
114,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
115,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
115,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
115,P24,P24R1,Commentaire Aléatoire1 Comment faire ?
115,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
116,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
116,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
116,P24,P24R1,Commentaire Aléatoire3 Trois choses à noter
116,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
117,P22,P22R1,Commentaire Aléatoire1 Comment faire ?
117,P23,P23R1,Commentaire Aléatoire3 Trois choses à noter
117,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
117,P25,P25R1,Commentaire Aléatoire4 Sans commentaire
118,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
118,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
118,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
118,P25,P25R1,Commentaire Aléatoire1 Comment faire ?
119,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
119,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
119,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
119,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
120,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
120,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
120,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
120,P25,P25R1,Commentaire Aléatoire3 Trois choses à noter
121,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
121,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
121,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
121,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
122,P22,P22R1,Commentaire Aléatoire0 Très compliqué !
122,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
122,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
122,P25,P25R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
123,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
123,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
123,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
123,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
124,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
124,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
124,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
124,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
125,P22,P22R1,Commentaire Aléatoire0 Très compliqué !
125,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
125,P24,P24R1,Commentaire Aléatoire3 Trois choses à noter
125,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
126,P22,P22R1,Commentaire Aléatoire4 Sans commentaire
126,P23,P23R1,Commentaire Aléatoire4 Sans commentaire
126,P24,P24R1,Commentaire Aléatoire0 Très compliqué !
126,P25,P25R1,Commentaire Aléatoire4 Sans commentaire
127,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
127,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
127,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
127,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
128,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
128,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
128,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
128,P25,P25R1,Commentaire Aléatoire1 Comment faire ?
129,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
129,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
129,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
129,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
130,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
130,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
130,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
130,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
131,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
131,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
131,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
131,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
132,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
132,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
132,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
132,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
133,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
133,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
133,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
133,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
134,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
134,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
134,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
134,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
135,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
135,P23,P23R1,Commentaire Aléatoire1 Comment faire ?
135,P24,P24R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
135,P25,P25R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
136,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
136,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
136,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
136,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
137,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
137,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
137,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
137,P25,P25R1,Commentaire Aléatoire4 Sans commentaire
138,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
138,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
138,P24,P24R1,Commentaire Aléatoire0 Très compliqué !
138,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
139,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
139,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
139,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
139,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
140,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
140,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
140,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
140,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
141,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
141,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
141,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
141,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
142,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
142,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
142,P24,P24R1,Commentaire Aléatoire1 Comment faire ?
142,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
143,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
143,P23,P23R1,Commentaire Aléatoire3 Trois choses à noter
143,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
143,P25,P25R1,Commentaire Aléatoire3 Trois choses à noter
144,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
144,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
144,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
144,P25,P25R1,Commentaire Aléatoire1 Comment faire ?
145,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
145,P23,P23R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
145,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
145,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
146,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
146,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
146,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
146,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
147,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
147,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
147,P24,P24R1,Commentaire Aléatoire4 Sans commentaire
147,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
148,P22,P22R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
148,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
148,P24,P24R1,Commentaire Aléatoire3 Trois choses à noter
148,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
149,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
149,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
149,P24,P24R1,Commentaire Aléatoire0 Très compliqué !
149,P25,P25R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
150,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
150,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
150,P24,P24R1,Commentaire Aléatoire1 Comment faire ?
150,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
151,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
151,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
151,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
151,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
152,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
152,P23,P23R1,Commentaire Aléatoire3 Trois choses à noter
152,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
152,P25,P25R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
153,P22,P22R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
153,P23,P23R1,Commentaire Aléatoire4 Sans commentaire
153,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
153,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
154,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
154,P23,P23R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
154,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
154,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
155,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
155,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
155,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
155,P25,P25R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
156,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
156,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
156,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
156,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
157,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
157,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
157,P24,P24R1,Commentaire Aléatoire3 Trois choses à noter
157,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
158,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
158,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
158,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
158,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
159,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
159,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
159,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
159,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
160,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
160,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
160,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
160,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
161,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
161,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
161,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
161,P25,P25R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
162,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
162,P23,P23R1,Commentaire Aléatoire0 Très compliqué !
162,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
162,P25,P25R1,Commentaire Aléatoire4 Sans commentaire
163,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
163,P23,P23R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
163,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
163,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
164,P22,P22R0,Commentaire Aléatoire1 Comment faire ?
164,P23,P23R1,Commentaire Aléatoire3 Trois choses à noter
164,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
164,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
165,P22,P22R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
165,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
165,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
165,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
166,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
166,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
166,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
166,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
167,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
167,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
167,P24,P24R0,Commentaire Aléatoire1 Comment faire ?
167,P25,P25R0,Commentaire Aléatoire3 Trois choses à noter
168,P22,P22R0,Commentaire Aléatoire4 Sans commentaire
168,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
168,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
168,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
169,P22,P22R0,Commentaire Aléatoire0 Très compliqué !
169,P23,P23R0,Commentaire Aléatoire3 Trois choses à noter
169,P24,P24R0,Commentaire Aléatoire4 Sans commentaire
169,P25,P25R0,Commentaire Aléatoire0 Très compliqué !
170,P22,P22R1,Commentaire Aléatoire1 Comment faire ?
170,P23,P23R0,Commentaire Aléatoire4 Sans commentaire
170,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
170,P25,P25R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
171,P22,P22R1,Commentaire Aléatoire4 Sans commentaire
171,P23,P23R0,Commentaire Aléatoire1 Comment faire ?
171,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
171,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
172,P22,P22R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
172,P23,P23R0,Commentaire Aléatoire0 Très compliqué !
172,P24,P24R0,Commentaire Aléatoire3 Trois choses à noter
172,P25,P25R0,Commentaire Aléatoire1 Comment faire ?
173,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
173,P23,P23R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
173,P24,P24R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
173,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
174,P22,P22R0,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
174,P23,P23R1,Commentaire Aléatoire4 Sans commentaire
174,P24,P24R1,"Commentaire Aléatoire2 Trop long à vous expliquer, on appelera le PCTT demain"
174,P25,P25R0,Commentaire Aléatoire4 Sans commentaire
175,P22,P22R0,Commentaire Aléatoire3 Trois choses à noter
175,P23,P23R1,Commentaire Aléatoire4 Sans commentaire
175,P24,P24R0,Commentaire Aléatoire0 Très compliqué !
175,P25,P25R1,Commentaire Aléatoire1 Comment faire ?
176,P22,P22R1,Commentaire Aléatoire3 Trois choses à noter
176,P23,P23R1,Commentaire Aléatoire1 Comment faire ?
